Date de la commande,Numéro de la commande,Groupe de comptes,Numéro de commande,Quantité de la commande,Devise,Sous-total de la commande,Traitement et expédition de la commande,Promotion sur la commande,Taxe sur la commande,Total net de la commande,État de la commande,Approbateur,État de réception de la commande,Quantité de commandes reçues,Utilisateur du compte,E-mail de l'utilisateur du compte,Pays/Région du numéro de TVA de l'utilisateur du compte,Numéro d'enregistrement à la TVA de l'utilisateur du compte,Date d'expédition,État de l'expédition,Statut de livraison,Date de livraison prévue,Numéro de suivi du transporteur,Quantité expédiée,Adresse d'expédition,Sous-total de l'expédition,Traitement et envoi de l'expédition,Promotion sur l'expédition,Taxe d'expédition,Total net de l'expédition,Pays/Région d'expédition,Sous-total de l'expédition,Nom du transporteur,Numéro de la facture de TVA,Emballage cadeau de l'expédition,Catégorie de produit interne à Amazon,ASIN,Titre,UNSPSC,Segment,FAMILLE,CLASSE,PRODUIT,Code de la marque,Marque,Fabricant,Numéro de stock national,Numéro de modèle de l’article,Référence,État du produit,Conformité de l'entreprise,PPU répertorié,PPU d'achat,Quantité d'articles,Sous-total de l'article,Traitement et expédition de l'article,Promotion sur l'article,Taxe sur l'article,Total net de l'article,Numéro de la ligne de commande,Programme de remise,Remise sur le prix appliquée (€ de réduction),Remise sur le prix appliquée (% de réduction),Taux de TVA sur le sous-total de l'article,Emballage cadeau de l'article,Sous-total de l'article,Statut de réception ,Quantité reçue,Date de réception,Nom du destinataire,E-mail du destinataire,Code GL,Service,Centre de coût,Code du projet,Emplacement,Champ personnalisé 1,Nom du vendeur,Identifiants du vendeur,Pays d'enregistrement à la TVA du vendeur,Numéro d'enregistrement à la TVA du vendeur
02/03/2023,405-7466185-1831520,Purchasing,CA-10011994-3,1,EUR,"10,11","2,83","0,00","0,72","13,66",En attente,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,06/03/2023,Expédié,Sans objet,09/03/2023,1k04188971701,1,"CA-10011994-3 FZZT, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/Clickapporter), Pantin, 93500, FR","10,11","2,83","","0,72","13,66",,"12,94",La Poste,INV-FR-115011781-2023-6228,,Book,="2868270417",La Divine proportion: Essai sur la beauté mathématique,="55101500",Produits publiés,Imprimés,Publications imprimées,Publications imprimées,NAVB3,,Navarin,,,,D'occasion - Bon,Restreint,"16,43","10,11",1,"10,11","2,83","","0,72","13,66",,,,,5.5%,"","12,94",,,N/A,,,,,,,,,SCIC Book Hémisphères,,FR,FR84837563790
02/03/2023,408-5570677-7903556,M.S. Garuda Technologies Ltd.,CA-10011999,1,EUR,"141,66","0,00","0,00","0,00","141,66",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,03/03/2023,Expédié,Livré,03/03/2023,="51140540589993500",1,"(CA-10011999-1)Walid Benkura, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","141,66","0,00","","0,00","141,66",,"141,66",Colis Privé,FR3SVEABEY,,Personal Computer,B0B7X8D45M,SteelSeries Arctis Nova 7 - Casque de jeu Wireless - Multi-System Gaming & Mobile - Système Nova Acoustic - 2.4 GHz & Bluetooth Simultané - Batterie,="43191609","Composants, fournitures et équipements informatiques et de communication",Appareils et accessoires de communication,Accessoires et pièces détachées pour appareils de communication personnels,Casques téléphoniques,STFMH,SteelSeries,SteelSeries,,Arctis Nova 7,Arctis Nova 7,Neuf,,"166,66","141,66",1,"141,66","0,00","","0,00","141,66",="29641",,,,0%,"","141,66",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
02/03/2023,408-9421925-4633954,M.S. Garuda Technologies Ltd.,CA-10011994,1,EUR,"16,59","0,00","0,00","0,00","16,59",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,02/03/2023,Expédié,Livré,06/03/2023,6G57945109763,1,"(CA-10011994-2)Fatim Zohra Zemmouri Tazi, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","16,59","0,00","","0,00","16,59",,"16,59",La Poste,FR3SPBABEY,,Book,="2070783596",Conversations sur la langue française,="55101500",Produits publiés,Imprimés,Publications imprimées,Publications imprimées,GALC3,Gallimard,Gallimard,,,,Neuf,,"16,59","16,59",1,"16,59","0,00","","0,00","16,59",="29625",,,,0%,"","16,59",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
02/03/2023,408-8359757-9665122,M.S. Garuda Technologies Ltd.,CA-10011994,1,EUR,"8,95","0,00","0,00","0,00","8,95",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,03/03/2023,Expédié,Livré,06/03/2023,6G58071926408,1,"(CA-10011994-1)Fatim Zohra Zemmouri Tazi, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","8,95","0,00","","0,00","8,95",,"8,95",La Poste,FR3SPBABEY,,Book,="1532737521",Sur les rapports de la logique et de la métaphysique de Leibniz,="55101500",Produits publiés,Imprimés,Publications imprimées,Publications imprimées,,,CreateSpace Independent Publishing Platform,,,,Neuf,,"8,95","8,95",1,"8,95","0,00","","0,00","8,95",="29624",,,,0%,"","8,95",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
02/03/2023,408-4027856-7625931,M.S. Garuda Technologies Ltd.,CA-10011997,2,EUR,"107,22","0,00","0,00","0,00","107,22",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,03/03/2023,Expédié,Livré,03/03/2023,="534000021218919531",2,"(CA-10011997-1)Mohammed Amine  Nejjari, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","107,22","0,00","","0,00","107,22",FR,"107,22",PAACK,INV-FR-1398199925-2023-153,,Office Product,B0BVF7GN4B,912 XL Cartouches d'encre Remplacement Compatible pour HP 912XL 912 pour Officejet Pro 8022 8023 8024 8025 pour Officejet 8012 8014 8015 8017 (Noir Cy,="44103105","Équipement de bureau, accessoires et fournitures","Machines de bureau, leurs fournitures et accessoires","Fournitures pour imprimantes, photocopieurs et fax",Cartouches d'encre,,WISETA,WISETA for HP 912 912XL Multipack Officejet 8012,,912XL,912xl multipack,Neuf,Restreint,"53,61","53,61",2,"107,22","0,00","","0,00","107,22",="29639",,,,0%,"","107,22",,,N/A,,,,,,,,,henanmingzhiyangdianzikejiyouxiangongsi,,FR,FR84888970977
02/03/2023,171-2682668-8033912,Purchasing,CA-10011993-2,1,EUR,"30,61","2,99","0,00","0,00","33,60",En attente,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,02/03/2023,Expédié,Sans objet,21/03/2023,,1,"CA-10011993-2 FZZT, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/Clickapporter), Pantin, 93500, FR","30,61","2,99","","0,00","33,60",,"33,60",Asendia,,,Book,="2711610624",Les lois de la pensée,="55111505",Produits publiés,Matériel de référence électronique,Publications et musique électroniques,Livres sur cassette ou disque compact,VRINH,VRIN,Librairie Philosophique Vrin,,,,D'occasion - Bon,Restreint,"35,07","30,61",1,"30,61","2,99","","0,00","33,60",,,,,0%,"","33,60",,,N/A,,,,,,,,,momox SE,,,
01/03/2023,171-1855018-3500356,Purchasing,CA-10011970-4,1,EUR,"8,52","0,00","0,00","0,00","8,52",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,03/03/2023,Expédié,Livré,06/03/2023,6G58562904960,1,"CA-10011970-4 Marrakchi rajae, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/Clickapporter), Pantin, 93500, FR","8,52","0,00","","0,00","8,52",,"8,52",La Poste,FR3T3BABEY,,Grocery,B07DWVP973,Piment d'Espelette 50 gr,="50000000","Aliments, boissons et tabacs","Aliments, boissons et tabacs","Aliments, boissons et tabacs","Aliments, boissons et tabacs",LADG8,LA CONQUETE DES SAVEURS,CMD,,="3390122202879",="3390122202879",Neuf,,"11,37","8,52",1,"8,52","0,00","","0,00","8,52",,,,,0%,"","8,52",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
01/03/2023,408-2616432-7147503,M.S. Garuda Technologies Ltd.,CA-10011970,2,EUR,"20,08","0,00","0,00","0,00","20,08",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,03/03/2023,Expédié,Livré,06/03/2023,PE201446169JB,2,"(CA-10011970-1)Rajae Marrakchi, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","20,08","0,00","","0,00","20,08",,"20,08",Chronopost,FR3S2ZABEY,,Health and Beauty,B005DMATAG,"STARWAX Nettoyant Protecteur pour Alu et Inox - 500ml - Dégraisse, Fait Briller et Protège - Facilite l'Entretien - Retarde le Ré-encrassement - In",="47131800",Matériel et fournitures de nettoyage,Fournitures de nettoyage et d’entretien,Produits nettoyants et désinfectants,Produits nettoyants et désinfectants,STDIT,STARWAX,STARWAX,,="262",="262",Neuf,,"10,04","10,04",2,"20,08","0,00","","0,00","20,08",="29569",,,,0%,"","20,08",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
01/03/2023,408-8591458-4840366,M.S. Garuda Technologies Ltd.,CA-10011970,1,EUR,"6,25","0,00","0,00","0,00","6,25",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,02/03/2023,Expédié,Livré,03/03/2023,="51100940329093500",1,"(CA-10011970-3)Rajae Marrakchi, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","6,25","0,00","","0,00","6,25",,"6,25",Colis Privé,FR3S2ZABEY,,Kitchen,B06WVQY4HS,"Bicarbonate de Soude Alimentaire, 1 kg",="52140000","Mobilier, équipements domestiques, appareils ménager et électronique",Mobilier et appareils électroménagers domestiques,Mobilier et appareils électroménagers domestiques,Mobilier et appareils électroménagers domestiques,ECQC4,Eco Conseils,Eco Conseils,,="3003",="3003",Neuf,,"6,25","6,25",1,"6,25","0,00","","0,00","6,25",="29571",,,,0%,"","6,25",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
01/03/2023,408-5745878-1658708,M.S. Garuda Technologies Ltd.,CA-10011970,2,EUR,"44,06","0,00","0,00","0,00","44,06",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,02/03/2023,Expédié,Livré,02/03/2023,="51140540071893500",2,"(CA-10011970-5)Rajae Marrakchi, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","44,06","0,00","","0,00","44,06",,"44,06",Colis Privé,FR3S2ZABEY,,Home Improvement,B013SJQS4Q,"GROHE patère Murale Essentials Cube 40511001 (Import Allemagne), Chromé",="53100000","Habillement, bagages et produits d'hygiène personnelle",Vêtements,Vêtements,Vêtements,GROHB,GROHE,GROHE,,="40511001",="40511001",Neuf,,"16,70","22,03",2,"44,06","0,00","","0,00","44,06",="29573",,,,0%,"","44,06",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
01/03/2023,408-0686953-6792353,M.S. Garuda Technologies Ltd.,CA-10011970,1,EUR,"4,52","0,00","0,00","0,00","4,52",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,02/03/2023,Expédié,Livré,02/03/2023,="51140540054493500",1,"(CA-10011970-2)Rajae Marrakchi, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","4,52","0,00","","0,00","4,52",,"4,52",Colis Privé,FR3S2ZABEY,,Health and Beauty,B08YQ4Q4VM,"Jacques Briochin Bicarbonate de Soude en Poudre ECOCERT 900g Maxi Format - Fabriqué en France - Nettoyant Multi Surface Naturel, Anti Mauvaises Odeur",="50180000","Aliments, boissons et tabacs",Pain et produits de boulangerie,Pain et produits de boulangerie,Pain et produits de boulangerie,JACQ8,Jacques Briochin,Harris Briochin,,="3383482301931",="3383482301931",Neuf,,"4,50","4,52",1,"4,52","0,00","","0,00","4,52",="29570",,,,0%,"","4,52",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
01/03/2023,408-6776581-8405116,M.S. Garuda Technologies Ltd.,CA-10011985,1,EUR,"4,79","0,00","0,00","0,00","4,79",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,01/03/2023,Expédié,Livré,02/03/2023,6G58071212280,1,"(CA-10011985-1)Adam Chahboune, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","4,79","0,00","","0,00","4,79",,"4,79",La Poste,FR3RRNABEY,,Music,B08T46R6VP,Heaven & Hell,="55111512",Produits publiés,Matériel de référence électronique,Publications et musique électroniques,Musique sur cassette ou CD,WEAB3,Atlantic,Atlantic Records,,,,Neuf,,"4,15","4,79",1,"4,79","0,00","","0,00","4,79",="29606",,,,0%,"","4,79",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
01/03/2023,405-1461437-2334741,NGS,CA-10011760-1,1,EUR,"399,17","0,00","0,00","0,00","399,17",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,02/03/2023,Expédié,Livré,03/03/2023,AL919597722JB,1,"CA-10011760-1 NGS, 7 Rue du Meunier, GL-NET / Garuda, Roissy En France, 95700, FR","399,17","0,00","","0,00","399,17",,"399,17",Chronopost,FR3SD2ABEY,,Personal Computer,B08VRP24MN,"LG ERGO UltraWide 34WN780-B 34"" Moniteur format 21:9 - dalle IPS 5ms 75Hz, UWQHD 3440x1440, HDR 10, sRGB 99%, pied ergonomique réglable : extension, ",="43211900","Composants, fournitures et équipements informatiques et de communication",Accessoires et équipement informatiques,Écrans,Écrans,LGEOY,LG Electronics,LG,,34WN780-BAEU,22566-4,Neuf,,"458,33","399,17",1,"399,17","0,00","","0,00","399,17",,,,,0%,"","399,17",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
01/03/2023,405-4214158-1652351,Purchasing,CA-10011992-5,1,EUR,"12,99","2,99","0,00","0,00","15,98",En attente,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,01/03/2023,Expédié,Sans objet,20/03/2023,,1,"CA-10011992-5 FZZT, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/Clickapporter), Pantin, 93500, FR","12,99","2,99","","0,00","15,98",,"15,98",Asendia,,,Book,B000MFJETQ,Cinq psychanalyses : Dora... le petit Hans... l'homme aux rats... le président Schreber... l'homme aux loups (Bibliothèque de psychanalyse),="55101500",Produits publiés,Imprimés,Publications imprimées,Publications imprimées,,,Presses universitaires de France,,,,D'occasion - Bon,Restreint,"12,99","12,99",1,"12,99","2,99","","0,00","15,98",,,,,0%,"","15,98",,,N/A,,,,,,,,,momox SE,,,
01/03/2023,408-0259227-1555546,M.S. Garuda Technologies Ltd.,CA-10011992,1,EUR,"24,64","0,00","0,00","0,00","24,64",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,01/03/2023,Expédié,Livré,02/03/2023,="534000021218896392",1,"(CA-10011992-4)Fatim Zohra Zemmouri Tazi, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","24,64","0,00","","0,00","24,64",,"24,64",PAACK,FR3RQ7ABEY,,Book,="2130584802","Névrose, psychose et perversion",="55101500",Produits publiés,Imprimés,Publications imprimées,Publications imprimées,PUFA3,PUF,PUF,,,="9782130584803",Neuf,,"24,64","24,64",1,"24,64","0,00","","0,00","24,64",="29620",,,,0%,"","24,64",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
01/03/2023,408-1155245-8202717,M.S. Garuda Technologies Ltd.,CA-10011992,1,EUR,"20,85","0,00","0,00","0,00","20,85",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,01/03/2023,Expédié,Livré,02/03/2023,6G58071197051,1,"(CA-10011992-3)Fatim Zohra Zemmouri Tazi, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","20,85","0,00","","0,00","20,85",,"20,85",La Poste,FR3RQ7ABEY,,Book,="2130530699",Etudes sur l'hystérie,="55101500",Produits publiés,Imprimés,Publications imprimées,Publications imprimées,PUFA3,PUF,Presses Universitaires de France - PUF,,="9782130530695",="9782130530695",Neuf,,"20,85","20,85",1,"20,85","0,00","","0,00","20,85",="29619",,,,0%,"","20,85",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
01/03/2023,408-7899139-4405957,M.S. Garuda Technologies Ltd.,CA-10011992,1,EUR,"13,74","0,00","0,00","0,00","13,74",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,01/03/2023,Expédié,Livré,02/03/2023,="51201023044893500",1,"(CA-10011992-1)Fatim Zohra Zemmouri Tazi, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","13,74","0,00","","0,00","13,74",,"13,74",Colis Privé,FR3RQ7ABEY,,Book,="2130447236",La vie sexuelle,="55101500",Produits publiés,Imprimés,Publications imprimées,Publications imprimées,PUFA3,PUF,Presses Universitaires de France - PUF,,="9782130447238",="9782130447238",Neuf,,"13,74","13,74",1,"13,74","0,00","","0,00","13,74",="29617",,,,0%,"","13,74",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
01/03/2023,408-8193245-2065900,M.S. Garuda Technologies Ltd.,CA-10011990,1,EUR,"62,49","0,00","0,00","0,00","62,49",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,01/03/2023,Expédié,Livré,02/03/2023,6G58071055306,1,"(CA-10011990-3)Hanae Benabdellah, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","62,49","0,00","","0,00","62,49",,"62,49",La Poste,FR3RJEABEY,,Amazon Home,B09B8RVKGW,"Echo Dot (5e génération, modèle 2022) avec horloge | Enceinte Bluetooth connectée avec horloge et Alexa | Bleu-gris",="52161512","Mobilier, équipements domestiques, appareils ménager et électronique",Équipements électroniques grand public,Équipements audiovisuels,Haut-parleurs,AMC94,Amazon,Amazon,,C4E8S3,53-027833,Neuf,,"62,49","62,49",1,"62,49","0,00","","0,00","62,49",="29615",,,,0%,"","62,49",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
01/03/2023,408-5303130-0468320,M.S. Garuda Technologies Ltd.,CA-10011990,1,EUR,"21,84","0,00","0,00","0,00","21,84",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,01/03/2023,Expédié,Livré,03/03/2023,6G58274478414,1,"(CA-10011990-2)Hanae Benabdellah, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","21,84","0,00","","0,00","21,84",DE,"21,84",La Poste,INV-DE-1267681155-2023-5,,Wireless,B0B24X3FT5,Support pour Amazon Echo Dot 4 / Echo Dot 5 avec Luminescence de Bureau - Accessoires avec Gestion intégrée des câbles - Pas de vis nécessaire - A,="43191615","Composants, fournitures et équipements informatiques et de communication",Appareils et accessoires de communication,Accessoires et pièces détachées pour appareils de communication personnels,Kit téléphone main libre de voiture,,Aokicase,Aokicase,,,Alexa Echo dot 4 Halter-FGZJ-WL808-W,Neuf,Restreint,"25,99","21,84",1,"21,84","0,00","","0,00","21,84",="29614",,,,0%,"","21,84",,,N/A,,,,,,,,,Qingmuxiashidianzishangwushenzhenyouxiangongsi,,DE,DE338194832
01/03/2023,408-5326026-4530727,M.S. Garuda Technologies Ltd.,CA-10011990,1,EUR,"23,32","0,00","0,00","0,00","23,32",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,01/03/2023,Expédié,Livré,02/03/2023,6G58562761150,1,"(CA-10011990-1)Hanae Benabdellah, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","23,32","0,00","","0,00","23,32",,"23,32",La Poste,FR3RJEABEY,,CE,B09S6GQJM3,"Multiprise Connectée WiFi, MultiPrise Intelligente 3 Prises 16A et 3 USB, Mesurer la Consommation électrique, Multiprise Alexa Compatible avec Alexa",="26121600",Machines et accessoires pour la production et la distribution d'électricité,"Fil électrique, câble et distribution électrique",Câbles électrique et accessoires,Câbles électrique et accessoires,ONG46,ONEPLUG,ONEPLUG,,P1,P1,Neuf,,"23,33","23,32",1,"23,32","0,00","","0,00","23,32",="29613",,,,0%,"","23,32",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
01/03/2023,408-7466284-2446707,M.S. Garuda Technologies Ltd.,CA-10011989,1,EUR,"39,95","5,99","0,00","0,00","45,94",Fermé,,,,Clickapporter,purchasing@clickapporter.com,,,01/03/2023,Expédié,Livré,07/03/2023,6C13811409702,1,"(CA-10011989-1)Med Bouazzaoui, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","39,95","5,99","","0,00","45,94",,"45,94",La Poste,,,Kitchen,B085NFHT3J,"Carlo Milano 8 Branches décoratives en céramique, pour cheminée au bioéthanol",="40102100","Équipements, composants et systèmes de conditionnement et de distribution de fluides et de gaz","Chauffage, ventilation et circulation d'air",Cheminées et accessoires,Cheminées et accessoires,,Carlo Milano,Carlo Milano,,,NC9658-944,Neuf,Restreint,"0,00","39,95",1,"39,95","5,99","","0,00","45,94",="29611",,,,0%,"","45,94",,,N/A,,,,,,,,,PEARL DIFFUSION,,,
01/03/2023,408-5253546-2296305,M.S. Garuda Technologies Ltd.,CA-10011989,1,EUR,"34,95","5,99","0,00","0,00","40,94",Fermé,,,,Clickapporter,purchasing@clickapporter.com,,,01/03/2023,Expédié,Livré,07/03/2023,6C13811409689,1,"(CA-10011989-2)Med Bouazzaoui, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","34,95","5,99","","0,00","40,94",,"40,94",La Poste,,,Home Improvement,B0856Y1LR6,8 bûches décoratives pour poêle au bioéthanol [Carlo Milano],="40102100","Équipements, composants et systèmes de conditionnement et de distribution de fluides et de gaz","Chauffage, ventilation et circulation d'air",Cheminées et accessoires,Cheminées et accessoires,,Carlo Milano,Carlo Milano,,,NC9659-944,Neuf,Restreint,"0,00","34,95",1,"34,95","5,99","","0,00","40,94",="29612",,,,0%,"","40,94",,,N/A,,,,,,,,,PEARL DIFFUSION,,,
01/03/2023,402-2200028-9463509,M.S. Garuda Technologies Ltd.,CA-10011988-2,1,EUR,"2,54","2,99","0,00","0,00","5,53",En attente,,,,Mehdi Mask,mask.mehdi@gmail.com,FR,FR23841720931,01/03/2023,Expédié,Sans objet,20/03/2023,,1,"CA-10011988-2 FZ ZEMMOURI, 7 Rue du Meunier, GL-NET GARUDA, Roissy en France, 95700, FR","2,54","2,99","","0,00","5,53",,"5,53",Asendia,,,Book,="2130395937",Psychologie,="55100000",Produits publiés,Imprimés,Imprimés,Imprimés,,,PUF,,,,D'occasion - Bon,Restreint,"2,54","2,54",1,"2,54","2,99","","0,00","5,53",,,,,0%,"","5,53",,,N/A,,,,,,,GLNET,,momox SE,,,
01/03/2023,402-2930760-2368309,M.S. Garuda Technologies Ltd.,CA-10011988-1,1,EUR,"13,00","2,99","0,00","0,00","15,99",Fermé,,,,Mehdi Mask,mask.mehdi@gmail.com,,,01/03/2023,Expédié,Livré,07/03/2023,3Y00593521913,1,"CA-10011988-1 FZ ZEMMOURI, 7 Rue du Meunier, GL-NET GARUDA, Roissy en France, 95700, FR","13,00","2,99","","0,00","15,99",,"15,99",La Poste,DOC-120364861-2023-91,,Book,="2130444660",La technique psychanalytique,="55101500",Produits publiés,Imprimés,Publications imprimées,Publications imprimées,PUFA3,PUF,Presses Universitaires de France - PUF,,,,D'occasion - Très bon,Restreint,"11,54","13,00",1,"13,00","2,99","","0,00","15,99",,,,,0%,"","15,99",,,N/A,,,,,,,GLNET,,Vernet Henri,,,
28/02/2023,408-5074436-2787516,M.S. Garuda Technologies Ltd.,CA-10011986,1,EUR,"8,32","0,00","0,00","0,00","8,32",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,01/03/2023,Expédié,Livré,02/03/2023,6G58070966054,1,"(CA-10011986-1)Adil Chafiqi, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","8,32","0,00","","0,00","8,32",FR,"8,32",La Poste,INV-FR-1452044945-2023-51,,Major Appliances,B097MTYCBY,Plaque Mica Micro Ondes Universelle Pour Accessoires pour Micro-Ondes (5 Pièces),="52140000","Mobilier, équipements domestiques, appareils ménager et électronique",Mobilier et appareils électroménagers domestiques,Mobilier et appareils électroménagers domestiques,Mobilier et appareils électroménagers domestiques,,ZUZGO,ZUZGO,,ZUZGO-Glimmerblatt,ZUZGO-Glimmerblatt,Neuf,Restreint,"8,32","8,32",1,"8,32","0,00","","0,00","8,32",="29607",,,,0%,"","8,32",,,N/A,,,,,,,,,guangzhoulijunhuihuangkejiyouxiangongsi,,FR,FR11894741321
28/02/2023,408-2339952-3039551,M.S. Garuda Technologies Ltd.,CA-10011984,1,EUR,"19,99","0,00","0,00","0,00","19,99",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,01/03/2023,Expédié,Livré,01/03/2023,="51140539449393500",1,"(CA-10011984-3)YASSINE GHANIMI, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","19,99","0,00","","0,00","19,99",FR,"19,99",Colis Privé,INV-FR-163679751-2023-3948,,Wireless,B07HSSDV4S,Spigen Rugged Armor Pro Coque et Bracelet Compatible avec Apple Watch Série 8 7 45mm et Série 6 5 SE 4 44mm - Noir,="54111704","Produits d'horlogerie, de bijouterie et pierres précieuses",Horlogerie,Pièces ou accessoires de montre ou d'horloge,Bracelets ou goussets de montre,SPJQX,Spigen,Spigen,,="8809613768060",="8809613768060",Neuf,Restreint,"19,99","19,99",1,"19,99","0,00","","0,00","19,99",="29605",,,,0%,"","19,99",,,N/A,,,,,,,,,"Spigen Korea Co.,Ltd.",,FR,FR58820202786
